"","player","team","position","id","avg_type","pass_att","pass_att_sd","pass_comp","pass_comp_sd","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","injury_status","injury_details","season_year","week"
"20","Derek Carr","NO","QB","11644","robust",32,0.201946873737941,20.7852591304497,0.28949118680475,227.45,9.43674900000001,1.24,0.0815430000000001,0.7,0.118608,2.05,0.0532530530130877,6.335,0.689409,0.035,0.044478,0.113333333333333,0.009884,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Shoulder - AC Joint",2023,5
"21","Zach Wilson","NYJ","QB","15239","robust",33.677769778271,1.63086,19.9,0.296519999999999,218.395,2.66868000000002,1.0975,0.177912,0.865,0.103782,2.86962939206176,0.158876617772315,14.9275,0.163085999999999,0.13,0.088956,0.1075,0.022239,0.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Bryce Young","CAR","QB","16148","robust",32.2346401467488,0.593039999999998,20.4301779381793,0.7413,212.75,12.943098,1.1,0.118608,0.9,0.14826,2.80992320886673,0.59304,12.1975,1.4826,0.1,0,0.195,0.00741300000000001,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Anthony Richardson","IND","QB","16152","robust",31.0487985724814,1.77912,18.8882097672607,0.459605999999998,212.85,6.30105,1.2,0.044478,0.8,0.0296519999999999,9.16596149190953,0.770951999999999,41.7675,2.876244,0.4,0.29652,0.26,0.059304,0.12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Lamar Jackson","BAL","QB","13593","robust",29.0413253237188,0.245075699781828,19.3286527118095,0.444780000000001,212.1,8.74734000000001,1.215,0.044478,0.7,0.118608,9.81769112251072,0.444780000000001,57.7,1.03782,0.395,0.14826,0.33,0.044478,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Mac Jones","NE","QB","15241","robust",31.6725,1.15985283990744,20.165,0.889559999999997,209.54,5.48561999999998,1.15,0.0741300000000001,0.91,0.029652,3.45,0.29652,14.1,3.009678,0.055,0.07413,0.10875,0.0259455,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Justin Fields","CHI","QB","15238","robust",27.1506569299296,2.37216,16.946532549045,1.601208,189.05,14.97426,1.15,0.14826,0.85,0.177912,8.8,0.296519999999999,47.545,0.978515999999995,0.3075,0,0.2325,0.0481845,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Kenny Pickett","PIT","QB","15692","robust",30.561595051129,1.57392082280382,19.15,0.91171065379035,208,3.27654600000001,1.055,0.111195,0.86,0.0593040000000001,2.7,0.827817384343946,12.4,2.379573,0.105,0,0.0133333333333333,0.009884,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Desmond Ridder","ATL","QB","15697","robust",29.0112079935577,2.9652,18.2321810649017,1.393644,192.785,15.463518,1.085,0.044478,0.55,0.103782,3.68060895807975,0.741299999999999,14.0375,4.15128,0.115,0,0.2425,0.0630105,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Jameis Winston","NO","QB","12140","robust",7.075,1.92738,4.475,1.18608,50.625,6.22692,0.225,0.14826,0.175,0,0.675,0.44478,1.7,1.33434,0,0,0.025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Mitchell Trubisky","PIT","QB","13115","robust",0.553080592105263,0.546664857236842,0.344807565789474,0.340807798026316,12.3025,5.240991,0.06,0.059304,0.045,0.044478,0.0186666666666667,0.0184501333333333,0.145,0.044478,0.0075,0.007413,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Davis Mills","HOU","QB","15252","robust",1.10694457013575,1.64115601968326,0.717171380090498,1.06327828812217,11.235,4.00302,0.05,0.059304,0.04,0,0.3,0.44478,0.5,0.07413,0.005,0,0.01375,0.014826,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Tyler Huntley","BAL","QB","14789","robust",5.05,5.70801,3.4,3.85476,32.95,35.65653,0.1,0,0.05,0.07413,1.85,2.29803,7.85,9.11799,0.05,0.07413,0.05,0.07413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Andy Dalton","CAR","QB","10313","robust",3.1,4.59606,2.05,3.03933,26.75,31.50525,0.15,0.22239,0.1,0.14826,0.3,0.44478,1,1.4826,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Gardner Minshew","IND","QB","14067","robust",1.23086750881316,1.82488416856639,0.847684782608696,1.25677745869565,12.87,0.889559999999999,0.05,0.07413,0.03,0,0.25,0.37065,0.425,0.630105,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Taylor Heinicke","ATL","QB","12476","robust",1,1.4826,0.6,0.88956,11.09,0.7413,0.05,0.07413,0.1,0,0.15,0.051705675,0.85,0.163086,0,0,0.0333333333333333,0.04942,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Marcus Mariota","PHI","QB","12141","robust",1.2081541218638,0.96369,0.741129032258065,0.59304,9.825,3.7065,0.085,0.07413,0.0375,0.037065,0.23685119047619,0.22239,1.1325,0.88956,0.015,0.014826,0,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Nick Mullens","MIN","QB","13968","robust",1.625,2.2239,1.075,1.4826,13.375,7.70952,0.075,0,0.05,0,0.275,0.29652,0.65,0.29652,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Back",2023,5
"38","Mike White","MIA","QB","13598","robust",1.4,1.63086,0.9,0.88956,13.475,11.1195,0.125,0.14826,0.025,0,0.325,0.44478,0.15,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Blaine Gabbert","KC","QB","10262","robust",0.620907079646018,0.729163672566371,0.413938053097345,0.486109115044248,11.25,0.148260000000001,0.04,0.044478,0,0,0.04875,0.0481845,0.1225,0.022239,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Tyson Bagent","CHI","QB","16384","robust",0.6,0.59304,0.3,0.29652,10.7,5.70801,0,0,0.1,0,0,0,0.2,0.118608,0,0,0.0025,0.002471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Teddy Bridgewater","DET","QB","11640","robust",1.10947368421053,1.64490568421053,0.65,0.949003806578947,11.855,2.37216,0.05,0.07413,0.04,0,0.25,0.37065,0.55,0.81543,0,0,0,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Malik Willis","TEN","QB","15694","robust",0.919125,1.31691945,0.435375,0.62380395,8.4,1.77912,0,0,0,0,0.2,0.19768,0.03,0.029652,0,0,0.055,0.051891,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Sean Clifford","GB","QB","16313","robust",0.6,0.44478,0.4,0.29652,9.15,2.52042,0.095,0,0,0,0.05,0.14826,0.2,0,0,0,0.00125,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Jake Browning","CIN","QB","14358","robust",0,0,0,0,10.1025,0,0.07,0.014826,0.07,0.014826,0,0,0.005,0,0.0025,0,0.005,0.007413,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Jacoby Brissett","WAS","QB","12616","robust",0.85,1.10885174615385,0.55,0.720486576923077,10.5,4.89258,0.05,0.07413,0.025,0,0.125,0.185325,0.545,0.14826,0,0,0.00125,0,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Cooper Rush","DAL","QB","13124","robust",1.3,1.4826,0.825,0.88956,8.825,7.11648,0.025,0,0,0,0.375,0.44478,-0.2,0.29652,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Clayton Tune","ARI","QB","16160","robust",1.3455,1.7924634,0.828,1.1030544,10.81,1.245384,0.01,0,0.085,0.103782,0.23,0.088956,1.025,0.37065,0.005,0,0.0025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Sam Darnold","SF","QB","13592","robust",0.55,0.615083921052632,0.35,0.396766194078947,8,2.37216,0.02,0,0.045,0,0.3,0.44478,0.04,0,0,0,0.00125,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Jarrett Stidham","DEN","QB","14063","robust",1.1,0.29652,0.675,0.44478,8.225,3.40998,0.075,0,0.025,0,0.125,0.14826,0.6,0.44478,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Kyle Allen","BUF","QB","13879","robust",0.85,0.59304,0.5,0.7413,5.75,0,0.025,0,0,0,0.475,0.14826,-0.325,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Brett Rypien","LAR","QB","14065","robust",0.7,1.03782,0.45,0.66717,8.05,2.59455,0.05,0.07413,0,0,0.15,0.22239,0.3,0.44478,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Tyrod Taylor","NYG","QB","10413","robust",1.125,1.33434,0.75,0.88956,7.175,2.07564,0.075,0,0.05,0,0.3,0.29652,1.75,1.4826,0,0,0.025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Tim Boyle","NYJ","QB","13873","robust",0.65,0.96369,0.4,0.59304,8.6,0.148259999999999,0.05,0.07413,0.1,0.14826,0.1,0.14826,0.2,0.29652,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
