"","player","team","position","id","avg_type","pass_att","pass_att_sd","pass_comp","pass_comp_sd","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","week","season_year"
"1","Dak Prescott","DAL","QB","2555260","robust",37.4,1.33434,24.885,0.845082,304.0275,5.33736000000003,1.89,0.14826,0.6,0.103782,3.775,0.148259999999999,18.7208333333333,0.444780000000001,0.222464522960791,0.0369598034833374,0.25,0.07413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Patrick Mahomes","KC","QB","2558125","robust",37.225,1.63086,24,1.03782,287.9,8.1543,1.975,0.14826,0.55,0.14826,4.05,0.44478,21.0754166666667,1.77912,0.112636141165039,0.0226426857825726,0.0975,0.00741300000000001,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Russell Wilson","SEA","QB","2532975","robust",34.1,1.03782,23.75,0.7413,282.6225,20.0299260000001,2.45,0.14826,0.4,0.14826,4.35,0.29652,24.8983333333333,0.449722000000002,0.10576367204392,0.0170904403446323,0.11,0.029652,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Matt Ryan","ATL","QB","310","robust",38.9,1.18608000000001,26.2,0.415128000000002,299.6,10.97124,1.8325,0.14826,0.8,0,2.195,0.29652,7.6925,0.252042,0.0502138730047619,0.0728616475325599,0.225,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Matthew Stafford","DET","QB","79860","robust",36.8425,2.03116200000001,24.05,0.7413,277.5,16.842336,1.8075,0.29652,0.75,0.14826,2.55,0.29652,9.62916666666667,0.135905,0.05,0.0725639918456076,0.2125,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Carson Wentz","PHI","QB","2555259","robust",35.66,1.85325,23.15,0.934037999999998,266.86,12.513144,1.905,0.0741300000000002,0.75,0.088956,3.1,0.14826,12.04,0.978516,0.1,0.0254318606019248,0.35,0.07413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Aaron Rodgers","GB","QB","2506363","robust",36.5,0.889560000000002,23.2,0.978516,263,8.8956,1.825,0.14826,0.315,0.0593040000000001,2.65,0.14826,11.8675,0.59304,0.1,0,0.2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Ben Roethlisberger","PIT","QB","2506109","robust",35.975,1.92738,24.02,1.03782,280.2,4.13645400000003,1.95,0.133434,0.8,0,2,0.14826,4.98416666666667,1.307159,0.0872814718365716,0,0.0875,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Drew Brees","NO","QB","2504775","robust",33.325,2.698332,23.475,1.4826,272.955,2.66868000000002,1.95,0.044478,0.6,0.118608,1.125,0.14826,2.2175,0.244629,0.05,0.0740700364004044,0.09875,0.0037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Kyler Murray","ARI","QB","2562382","robust",36.365,0.296520000000004,23.65,0.444780000000001,270.05,7.413,1.825,0.14826,0.8,0,7.5,1.03782,46.8645833333333,4.00302,0.508800505172427,0.14826,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
