"","player","team","position","id","avg_type","pass_att","pass_att_sd","pass_comp","pass_comp_sd","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",37.091376974803,0.726473999999998,24.8953010271046,0.244629000000001,290.035,3.7065,2.25,0.185325,0.8,0.014826,3.45,0.546812519030345,17.8,2.831766,0.145,0.066717,0.12,0.014826,0.17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Tom Brady","TB","QB","2504211","robust",39.9,2.70954158140731,26.7,1.4968111005191,282.9,5.04084000000001,1.6,0.289107,0.7,0.066717,1,0.2431464,1,0.882147,0.035,0.037065,0.19,0.00741300000000001,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Joe Burrow","CIN","QB","2563722","robust",35.4031509345564,1.77912,23.763667222212,1.03782,276.4,13.743702,1.95,0.0741300000000001,0.9,0,3.8,0.890550217192065,14.75,0.837669000000001,0.17,0.00741300000000001,0.11,0.007413,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Justin Herbert","LAC","QB","2565045","robust",37.32,0.711647999999995,25.155,0.511497000000001,271.67,3.21724199999998,1.385,0.363237,0.84,0.0741300000000001,3.05,0.22239,11.62,0.956277000000001,0.065,0.044478,0.143333333333333,0.042007,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Jared Goff","DET","QB","2555334","robust",36.7315281499847,0.889560000000002,23.35,0.607324057257803,268.475,3.66943499999999,1.9,0.155673,0.7,0.111195,1.125,0.29652,3.985,1.11195,0.065,0.044478,0.193333333333333,0.00494200000000001,0.24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Kirk Cousins","MIN","QB","2532820","robust",36.675,0.417747427147449,23.8,0.320779773023225,275.81,6.6717,1.885,0.14826,0.8,0.185325,1.202,0.385476,2.8,1.831011,0.08,0.014826,0.113333333333333,0.009884,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Josh Allen","BUF","QB","2560955","robust",32.835,1.53449099999999,20.9570394938269,0.667169999999999,255.2,9.32555400000001,1.9,0.126021,0.9,0.066717,8.05,1.03782,46,7.791063,0.49,0.07413,0.2,0,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Mike White","NYJ","QB","2560929","robust",34.8754812078415,0.593039999999998,21.98,0,260.82,17.539158,1.255,0.311346,1.05,0.14826,1.14875,0.133434,4.8,0.607866,0.08,0.029652,0.08,0,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Dak Prescott","DAL","QB","2555260","robust",33.458278132918,1.63086,22.3,0.924384553690733,256.53,10.15581,1.91,0.14826,0.815,0.214977,3.44849847157587,0.326172,13.525,1.860663,0.1,0.022239,0.126666666666667,0.019768,0.26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Geno Smith","SEA","QB","2539335","robust",34.5962402388734,1.564143,22.9,0.544949647564681,249.4,11.245521,1.65,0.348411,0.835,0.051891,3.8,0.22239,16.38,1.015581,0.1,0.007413,0.193333333333333,0.00494200000000001,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Gardner Minshew","PHI","QB","2562796","robust",32.75,1.63085999999999,21.686754587021,2.461116,235.5,8.8956,1.675,0.37065,0.735,0.103782,3.18447248296821,0.764321096751338,13.61,1.616034,0.1,0.029652,0.155,0,0.15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Jarrett Stidham","LVR","QB","2562746","robust",32.87238091922,0.633988049164361,20.5451011792795,0.229652991600267,226.56,5.11497,1.15,0.22239,1.225,0.14826,1.6,0.348411,6.3,1.912554,0.05,0.037065,0.126666666666667,0.019768,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
