#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
166,Noah Fant,TE,SEA,16.6,15.7,7.1,6,-,BYE,5.3,8.2,6,3.3,7.5,1.8,7.7,0,16.8,9.5,6.8,7.9,118.3,167
167,Buffalo Bills,DST,BUF,8,2,5,6,-4,3,14,4,12,6,BYE,6,4,12,12,7,21,7.4,118,168
168,Matt Prater,K,ARI,12,3,14,3,-,11,16,3,9,16,0,5,4,6,7,1,7,7.3,117,169
169,Darius Slayton,WR,NYG,25.2,4.8,4.8,6.3,16.9,10.8,3.3,8.1,1.3,11.8,BYE,0,1.9,4.6,9.4,3.6,3.2,7.3,116,170
170,Hunter Henry,TE,NE,9.8,11.3,7.5,4.9,10.3,-,3.8,5.3,5.3,11,12.8,10.2,1,7.1,15,-,-,8.2,115.3,171
171,Dalton Schultz,TE,HOU,1.6,17.3,6.8,15.2,1.1,5.5,3.2,8.3,6.8,-,10.5,4.9,6.4,4.9,8.4,3.6,10.5,7.2,115,172
172,Zach Pascal,WR,ARI,2.8,9.4,4.4,7.3,2.5,13.4,-,5.9,8,5.3,6.9,2.8,1.6,3.2,22.4,13.9,5.1,7.2,114.9,173
173,Leonard Fournette,RB,FA,2.4,25.6,3.2,-,0,-,12.7,8.6,7.1,4,9.1,3.5,-,-,20,14.1,3.7,8.8,114,174
174,Eric Ebron,TE,FA,2.3,5.8,13.7,-,4.8,1.9,8,12.8,9.7,4.8,11.6,8.9,10.3,6,0,13.2,-,7.6,113.8,175
175,Jakobi Meyers,WR,LV,0,1.2,0,-,-,BYE,8.2,10.8,22.9,13.4,5.3,7.7,2.5,6.7,12.6,6.5,15.3,8.1,113,176
176,Jalen Hurts,QB,PHI,-,0,0.5,1.8,0.7,3.1,0.2,0.4,BYE,-0.1,0.6,0.2,10.3,19.3,37.8,20.6,17.3,7.5,112.6,177
177,Nick Foles,QB,FA,-,-,18.2,12.9,12.6,17.3,8.4,17.9,21.6,3.4,-,-,-,-,-,-0.2,-,12.5,112.2,178
178,Jamaal Williams,RB,NO,6.2,8.3,2.2,14.5,-,3.4,19.4,15.2,-,7,8.1,13.3,4.6,3.8,3,-,2.6,8,111.6,179
179,Cody Parkey,K,FA,-,5,11,12,13,1,8,7,-,5,9,10,12,4,2,5,6,7.3,110,179
179,Arizona Cardinals,DST,ARI,6,9,4,1,7,15,7,BYE,2,3,2,8,2,18,10,6,10,6.9,110,181
181,Jerick McKinnon,RB,KC,11.9,13.7,15.2,19.2,1.5,3.8,-0.1,11.9,14.3,5.1,-,4.2,0,0,3.2,4.7,1.1,6.9,109.7,182
182,Evan Engram,TE,JAC,1.9,9.5,3.7,6.5,9,4,7.9,9.5,13.3,2.5,-,13.9,5.2,2.8,6.6,10.5,2.7,6.8,109.5,183
183,Jared Cook,TE,FA,10.5,8.3,3.1,-,12.2,-,10.7,13.6,2,0,1.1,0,10.3,11.2,3.9,9.7,12.3,7.3,108.9,184
184,Kansas City Chiefs,DST,KC,7,5,7,20,-1,3,24,9,1,BYE,1,5,5,14,2,7,-1,6.8,108,184
184,New England Patriots,DST,NE,11,6,15,4,BYE,7,6,3,3,5,0,5,31,4,4,-4,8,6.8,108,186
186,Mecole Hardman Jr.,WR,NYJ,1.1,6.3,16.1,10.7,6,0,8,19.1,6.3,BYE,2.1,3.8,2,9.5,9.2,5.9,1.5,6.7,107.6,187
187,Tony Pollard,RB,DAL,4.2,1.4,0,9.7,4.2,5,2.7,7.4,6.3,BYE,12,3.2,3.3,11.8,28.2,2.5,4.9,6.7,106.8,188
188,Greg Ward,WR,PHI,5.6,1,16.6,5.8,10.6,4.9,12.7,2.7,BYE,6.4,2.4,0.8,13.2,3,15.5,3.7,1.7,6.7,106.6,189
189,Tyler Higbee,TE,LAR,5.5,25.9,7,3.5,2.2,7.1,-,2.4,BYE,7.5,4,1.1,10.4,4.4,14.7,4.9,5.6,7.1,106.2,190
190,Robbie Gould,K,FA,10,8,14,2,5,7,10,3,5,8,-,14,7,1,10,2,-,7.1,106,191
191,Kendrick Bourne,WR,NE,4.4,8.7,8.3,4.8,10,5.4,0,12.1,-,4.6,-,4.9,5.5,7.7,16.6,2.1,10.1,7,105.2,192
192,Seattle Seahawks,DST,SEA,6,3,11,5,7,BYE,0,7,3,5,5,9,9,12,9,9,5,6.6,105,193
193,Hunter Renfrow,WR,LV,3.1,5.2,17.4,8.2,4.7,BYE,6.2,10.6,7,4,4.7,10.8,6.7,4.3,0.9,5.9,3.9,6.5,103.6,194
194,Philadelphia Eagles,DST,PHI,3,1,8,18,-1,2,9,20,BYE,3,8,2,7,9,6,0,8,6.4,103,194
194,New York Giants,DST,NYG,4,9,-2,5,11,14,5,4,13,4,BYE,9,13,1,2,2,9,6.4,103,196
196,Rashard Higgins,WR,FA,1.4,0,-,-,10.6,7.8,14,1.9,-,6.3,8,2,18.5,15.8,9.6,-,6.5,7.9,102.4,197
197,David Moore,WR,TB,5.5,12.3,0.7,17,0,-,7.3,12.1,15.1,2.8,1.5,7,1.1,10.4,2.5,5,1,6.3,101.3,198
198,George Kittle,TE,SF,7.3,-,-,32.6,6.4,20.4,8,4.9,-,-,BYE,-,-,-,-,11.2,10.3,12.6,101.1,199
199,Randy Bullock,K,FA,10,13,12,17,3,12,10,7,-,4,5,6,1,-,-,-,-,8.3,100,199
199,Chris Boswell,K,PIT,9,6,8,BYE,9,8,9,4,9,14,11,7,-,1,5,-,-,7.7,100,201
201,Carolina Panthers,DST,CAR,-1,3,11,3,5,2,3,4,3,1,17,19,BYE,2,5,21,1,6.2,99,202
202,Josh Reynolds,WR,DET,2.2,4.3,6,4,5.6,11.5,13.2,6.4,-,13.4,4.7,6.5,2.6,1.1,1.9,10,4.9,6.1,98.3,203
203,Zane Gonzalez,K,SF,8,13,7,3,7,8,16,-,7,16,3,6,4,-,-,-,-,8.2,98,204
204,Malcolm Brown,RB,FA,24.5,4.7,1.9,8.2,2.9,3.7,11.7,6.7,-,18.1,3.3,0.9,3.2,0,1.5,4,2.3,6.1,97.6,205
205,Cleveland Browns,DST,CLE,0,4,14,5,13,1,7,3,BYE,6,20,0,5,2,8,6,3,6.1,97,206
206,Travis Fulgham,WR,FA,-,-,-,12.7,26.2,16.5,9.8,16.8,-,1.3,1.3,2.6,0,0,4,3.7,2,7.5,96.9,207
207,Cam Akers,RB,LAR,4.8,1.3,-,-,6.1,0,-,5.9,BYE,3.8,8.4,14.4,15.9,20.4,6.7,-,8.6,8,96.3,208
208,Rex Burkhead,RB,FA,3.2,6.9,31.3,5.5,-,1.4,6.2,3.6,14.2,20.6,2.2,-,-,-,-,-,-,9.5,95.1,209
209,Zack Moss,RB,IND,10.2,3.7,-,-,-,1,8.7,20.1,11.8,2.2,-,7.8,1.9,4.3,8.1,12.2,2.6,7.3,94.6,209
209,Antonio Brown,WR,FA,-,-,-,-,-,-,-,-,4.6,10.1,9.8,2.1,-,7.4,17.8,11.5,31.3,11.8,94.6,211
211,Green Bay Packers,DST,GB,5,12,3,5,BYE,-1,6,0,6,6,4,15,10,4,6,7,6,5.9,94,212
212,Dallas Goedert,TE,PHI,20.1,5,1.2,-,-,-,-,2,BYE,5.3,16.2,17,9.1,6.3,5.9,5.3,-,8.5,93.4,213
213,Frank Gore,RB,FA,2.4,6.3,6.7,4.1,3,9,6,3,6.9,-,14.1,10.1,0.2,1.6,13,5.8,-,6.1,92.2,214
214,James White,RB,FA,6.7,-,-,9.4,-,11.3,0.8,4.5,4.4,1.8,11.3,14.2,1.6,2.3,7.5,5.2,11.1,6.6,92.1,215
215,Chicago Bears,DST,CHI,3,12,4,2,6,11,11,1,4,12,BYE,-4,3,17,5,6,-1,5.8,92,216
216,Raheem Mostert,RB,MIA,23.1,17.7,-,-,13.4,8.6,BYE,-,-,-,-,9.3,4.8,8,6.8,-,-,11.5,91.7,217
217,Damiere Byrd,WR,CAR,0,10.2,4.2,10.5,-,5.3,2.1,5.4,9,0,23.3,4.8,2.6,7.3,3.9,1.2,1.6,5.7,91.4,218
218,Austin Hooper,TE,LV,2.5,3.2,4,11.9,8.2,7.7,-,-,-,1.6,4.8,8.3,3.4,-,12.6,10.6,11.7,7,90.5,219
219,San Francisco 49ers,DST,SF,4,5,12,6,-2,5,17,-2,0,7,BYE,17,2,8,-2,11,2,5.6,90,219
219,Dan Bailey,K,FA,4,3,7,7,11,1,-,4,4,8,4,10,8,0,9,3,7,5.6,90,221
221,Joe Mixon,RB,CIN,5.6,10.6,7.5,39.1,12.4,13.9,-,-,BYE,-,-,-,-,-,-,-,-,14.9,89.1,222
222,Damien Harris,RB,BUF,-,-,-,10,-,3.8,7.5,16.2,7.1,12.1,11.9,4.7,10,5.5,-,-,-,8.9,88.8,223
223,A.J. Green,WR,FA,7.6,4.4,6.1,0.8,0,13.6,11.7,2.9,-,0,12.1,0,0,15.2,5,8.4,0,5.5,87.8,224
224,Tre'Quan Smith,WR,NO,0.9,11.1,6.2,19.4,1.8,BYE,7.4,6.8,7.9,0,0,2.1,12,7.5,3,-,-,6.2,86.1,225
225,Scott Miller,WR,ATL,10.4,2.2,9.8,16.8,0,1.1,19.9,5.7,1.5,0.9,0,0,-,11.3,3.5,1.2,1.7,5.4,86,226
226,Demarcus Robinson,WR,FA,3.5,4.3,0,-,1.2,9.4,0.9,14.3,8.9,-,7.4,6.1,4.9,1.8,3.7,9.9,8.8,5.7,85.1,227
227,Isaiah McKenzie,WR,IND,3.2,5.7,1.5,3.4,8.7,0.9,1.3,0,9.1,5.2,-,-0.1,10.1,1.7,1.3,5.1,27.5,5.3,84.6,228
228,Anthony Miller,WR,PIT,15.6,0,12,3.1,4.8,2.3,3.5,11.3,6.4,3.8,-,4.3,8.4,2.6,1.8,2,2.3,5.3,84.2,228
228,James Washington,WR,NO,10.4,3.7,6.1,-,4,14.8,0,0,8.2,4,1.7,2.9,15,10.4,0,3,0,5.3,84.2,230
230,Breshad Perriman,WR,IND,3.2,2.2,-,-,-,8.2,3.7,-,24.6,-,12.4,9.9,2.7,4.1,2.6,0.6,9.9,7,84.1,231
231,Irv Smith Jr.,TE,CIN,1.6,0.8,0,0,8.4,9.5,-,2.1,14,-,3.3,-,-,14.3,5.2,20.3,4,6.4,83.5,232
232,Danny Amendola,WR,FA,10.6,3.1,2.3,6.7,-,4.1,7.7,6.9,11.4,2.5,-,-,7.7,9.6,3.5,6.2,1.1,6,83.4,233
233,Jalen Guyton,WR,LAC,2.1,7.9,3.3,13.7,5,BYE,15.4,0.8,1.4,4.4,0.9,4.8,4.8,1.3,11.5,5.8,0,5.2,83.1,233
233,Boston Scott,RB,PHI,6.4,5.8,0.5,0.1,0.3,1.9,16.7,8.9,BYE,13.9,6.5,7.2,0.9,2.2,1.2,1.7,8.9,5.2,83.1,235
235,Brian Hill,RB,FA,3,3.5,14.5,3.3,6.4,2.4,4.5,7.4,2.4,-,1.8,5.5,1.8,2,1.7,7.6,15.1,5.2,82.9,236
236,Christian McCaffrey,RB,SF,27,22.8,-,-,-,-,-,-,32.1,-,BYE,-,-,-,-,-,-,27.3,81.9,237
237,Allen Lazard,WR,NYJ,16.2,6,23.4,-,-,-,-,-,-,BYE,2.8,10.3,6.5,2.9,8.1,2.4,2.7,8.1,81.3,237
237,Dan Arnold,TE,PHI,3.1,3.6,1.6,5.9,0,0,6.7,-,2.1,5.4,6.9,2.2,19.1,9.7,6.9,2,6.1,5.1,81.3,239
239,Randall Cobb,WR,NYJ,3.3,8.4,17.5,4.6,7.7,9.2,13.5,-,3.6,5.6,7.7,-,-,-,-,-,-,8.1,81.1,240
240,Alexander Mattison,RB,MIN,10,2.1,2.7,7.7,15.1,3.5,BYE,0.8,6.9,0.4,0.6,0.6,-,-,2,-,28,6.2,80.4,241
241,John Brown,WR,FA,16,16.2,0,6.2,-,0,-,2.6,13.9,10.2,-,-,-,-,-,-,15.2,8.9,80.3,242
242,Alex Smith,QB,FA,-,-,-,-,1.6,-,-,-,14,16,9.3,9.1,15.8,1.3,-,-,12.5,9.9,79.6,243
243,Kalen Ballage,RB,FA,-,2.7,7.7,2.1,-,-,-,-,15.4,12.7,10.6,-,5.4,2.5,7.1,3.6,9.6,7.2,79.4,244
244,Michael Pittman Jr.,WR,IND,2,5.7,4.1,-,-,-,BYE,1.1,7.6,15.7,14.1,3.8,7.1,5.5,2.9,5.3,4,6.1,78.9,245
245,Braxton Berrios,WR,MIA,0,14.9,14.4,0,1.3,2.3,5.5,7.4,1.8,-,0,0,4.3,6.4,1.9,13.5,5.1,4.9,78.8,246
246,Dallas Cowboys,DST,DAL,4,-3,0,-2,9,-3,2,13,2,BYE,5,1,1,18,15,10,6,4.9,78,247
247,Willie Snead IV,WR,SF,14.4,3.9,1.4,3,0,3.7,-,13.1,5.7,20.9,3.8,-,-,4.4,0,3.4,-,6,77.7,248
248,Devontae Booker,RB,FA,6.7,1,3.1,0,7.2,-,2.4,5.1,12.8,20.8,2.4,1,5.6,3.4,1.2,2.9,1.6,4.8,77.2,249
249,Chris Conley,WR,SF,1.1,6.8,4.9,5.9,6.8,1.1,9.3,-,8.7,6.3,1.8,-,0.2,0,7.8,4.2,12.2,5.1,77.1,250
250,Denver Broncos,DST,DEN,4,5,3,6,BYE,14,2,5,3,-4,12,4,1,10,-1,3,10,4.8,77,251
251,Carlos Hyde,RB,FA,8.3,4.7,2.8,-,-,-,15.1,-,-,-,16.5,3.9,2.6,6.6,13.3,3.1,-,7.7,76.9,252
252,Los Angeles Chargers,DST,LAC,11,3,4,4,3,BYE,7,3,2,1,8,9,-3,9,3,7,5,4.8,76,253
253,Odell Beckham Jr.,WR,BAL,3.7,15.4,7.9,35.9,8.9,3.5,0,-,-,-,-,-,-,-,-,-,-,10.8,75.3,254
254,Dwayne Haskins,QB,FA,12.8,11.7,12.2,18.9,-,-,-,-,-,-,-,-,-,0.8,16.6,2.2,-,10.7,75.2,255
255,KJ Hamler,WR,DEN,-,7.2,4.3,0,BYE,-,4.4,8.8,12,7,5.5,-0.8,3.9,21.6,0.9,0.3,-,5.8,75.1,256
256,Jake Elliott,K,PHI,5,7,14,5,3,0,4,1,BYE,4,6,4,6,7,2,5,2,4.7,75,257
257,Larry Fitzgerald,WR,FA,5.4,8.5,0.5,1.4,5.5,3.7,10.2,-,7.4,2.3,10.2,-,-,2,11,5.8,-,5.7,73.9,258
258,Gerald Everett,TE,LAC,1.2,0,4.4,5.7,11,4.2,10.8,5.7,-,3.7,4.7,2.6,7.4,1.4,3.8,2.3,3.5,4.5,72.4,259
259,Kyle Juszczyk,RB,SF,5.3,1.6,1.2,1.8,7.1,1.3,10.1,3.1,0.9,0.5,BYE,4.2,7.6,8.8,3.4,14.3,0.9,4.5,72.1,260
260,Atlanta Falcons,DST,ATL,-1,3,5,0,0,7,2,6,3,BYE,5,28,4,4,2,5,-1,4.5,72,261
261,Sony Michel,RB,FA,9.7,1.9,15,-,-,-,-,-,-,-,-,0,6.3,2.2,8.7,6.9,21.1,8,71.8,262
262,Jalen Reagor,WR,MIN,6,6.1,-,-,-,-,BYE,11.7,-,6.7,7.2,2.6,11,7.5,6.4,4.5,2,6.5,71.7,263
263,Henry Ruggs III,WR,FA,8.1,0.9,-,-,18.8,-,5.5,1.9,1,4.6,2.2,6.9,13.9,3.3,-,0.7,3.3,5.5,71.1,264
264,Keke Coutee,WR,FA,-,0.1,-,-,-,-,-,-,-,-,8,4.7,18.1,7.9,11.8,7.9,12,8.8,70.5,265
265,Duke Johnson Jr.,RB,FA,1.4,-,-,6,2.4,1.6,6.7,-,13.3,5.4,5,15.5,6.2,6.9,-,-,-,6.4,70.4,266
266,Cam Sims,WR,LV,0,0,0,2.7,0,8.7,2.7,-,12.5,7.4,3,0,11.7,1.8,5.1,7.8,6.8,4.4,70.2,267
267,Benny Snell Jr.,RB,FA,11.3,-1.4,1.1,-,1.9,8.6,6.2,0,0.1,1.2,7.5,10.8,2,1.4,18.2,0,1,4.4,69.9,267
267,Sammy Watkins,WR,FA,18,1.6,9.7,4.3,9.4,-,-,-,-,-,-,5.8,5.5,6.2,8,1.4,-,7,69.9,269
269,Joshua Kelley,RB,LAC,12,12.3,4.2,2.8,4.3,BYE,7.8,3,8.4,2.1,1.2,9.5,1.3,-,0.8,-,0,5,69.7,270
270,Tyron Johnson,WR,DAL,-,-,-,11.8,0.7,-,1,-,5.5,0,5.9,7.3,0.6,14.5,13.6,4.1,4.5,5.8,69.5,271
271,Jimmy Garoppolo,QB,LV,19.3,13.2,-,-,1.1,23.5,9.5,2.8,-,-,-,-,-,-,-,-,-,11.6,69.3,271
271,Trey Burton,TE,FA,-,-,-,2.6,5.8,19.9,-,8.6,1.1,3.9,9.5,11.7,1.6,0,1.3,3.3,0,5.3,69.3,271
271,Jakeem Grant Sr.,WR,CLE,4,0.7,5.3,5.1,-0.1,6.8,-,8,5.5,12.3,2.5,2.5,5.2,4.7,-,6.8,-,5,69.3,274
274,Golden Tate,WR,FA,-,7.2,6.1,4,6.2,1.6,10.4,10.8,-,5.4,-,5.6,5,4.4,2.3,-,-,5.8,69,275
275,New York Jets,DST,NYJ,7,4,0,8,2,6,5,-4,-1,BYE,8,9,5,-1,8,9,2,4.2,67,276
276,Le'Veon Bell,RB,FA,5.6,-,-,-,7.2,-,3.9,5.3,0.8,-,10.1,4.2,6.5,4.5,14.1,4.4,-,6.1,66.6,277
277,Matt Gay,K,IND,-,-,-,-,-,-,BYE,-,-,-,10,10,8,6,10,12,10,9.4,66,277
277,Tennessee Titans,DST,TEN,3,5,7,BYE,8,-2,6,-1,14,0,3,10,-2,8,6,-1,2,4.1,66,279
279,Preston Williams,WR,FA,5.1,5.1,7.7,4,18.6,8.8,-,2.5,14,-,-,-,-,-,-,-,-,8.2,65.8,280
280,Darren Fells,TE,FA,2.9,9.3,0,3.1,12.7,17.5,0,-,3.6,2,3.9,0,0,2,0,8.7,0,4.1,65.7,281
281,Mike Glennon,QB,FA,-,-,-,-,-,-,-,-,-,-,-,18,14.1,2.4,-,14.4,16.6,13.1,65.6,282
282,Jordan Akins,TE,CLE,10.9,9,3.8,6.1,-,-,-,-,2.9,1,10.8,0.4,2,3.5,7.5,5.9,1.4,5,65.2,283
283,Mo Alie-Cox,TE,IND,3,13.6,12.5,7.8,0,-,BYE,5.2,5.8,3.4,0.6,2.9,3.8,1.4,2.4,2.5,0,4.3,64.9,283
283,Tyler Eifert,TE,FA,1.3,11.1,2.1,3.2,3.1,0,-,-,6.8,2.5,4.2,9.1,7.5,3.2,6.6,2.7,1.5,4.3,64.9,285
285,Deebo Samuel,WR,SF,-,-,-,6,3.2,15,9.7,-,-,-,BYE,18.8,10.6,0.9,-,-,-,9.2,64.2,285
285,Anthony Firkser,TE,NE,1.5,6.5,0,-,3.4,21.3,1.7,4.6,3.4,1,5.3,0,7.6,1,2.5,1.6,2.8,4,64.2,287
287,Michael Thomas,WR,NO,3.2,-,-,-,-,BYE,-,-,7.6,3.7,14.9,7.1,15,12.4,-,-,-,9.1,63.9,288
288,Salvon Ahmed,RB,MIA,-,-,-,-,-,-,BYE,-,3.8,15.5,9.9,-,-,-,21.2,0.8,12.3,10.6,63.5,289
289,Phillip Lindsay,RB,FA,4,-,-,-,-,10.1,7.9,15.1,2.3,0.2,8.2,2,2.6,4.1,6,-,-,5.7,62.5,290
290,Kerryon Johnson,RB,FA,1.4,9.2,3.5,1.7,-,2.5,0,8.5,8,0.3,4.8,9.8,2.1,7.8,0,2.7,0,3.9,62.3,291
291,Samaje Perine,RB,DEN,0,0,0,0,0,0,1.1,9.9,-,6,2.6,0.7,0.7,5.1,1.4,27.6,5.1,3.8,60.2,292
292,Jordan Reed,TE,FA,2.2,20.5,3.3,-,-,-,-,-,0.8,8.7,-,2.8,10.7,2.3,8.8,0,-,6,60.1,292
292,Miles Boykin,WR,PIT,5.2,5.8,1.3,3.8,0,1.6,-,9,1.6,0,0,0,10.3,2,6.9,1.8,10.8,3.8,60.1,294
294,Minnesota Vikings,DST,MIN,-4,3,3,5,6,0,BYE,3,9,10,4,5,13,0,2,0,1,3.8,60,295
295,Zach Ertz,TE,ARI,9.3,6.7,10.5,4.9,1.1,5.3,-,BYE,-,-,-,-,4.1,1.8,7.9,4.8,3.1,5.4,59.5,296
296,Cordarrelle Patterson,RB,ATL,3.6,4.3,1.3,1,6,1.4,2.7,1.5,6,11.9,-,0.8,12.8,2.6,1.2,0,1.8,3.7,58.9,296
296,Drew Sample,TE,CIN,1.2,8,0.6,6.2,3.2,0,7.7,0,BYE,1.4,3.9,4,8.4,3.6,0.9,7.3,2.5,3.7,58.9,298
298,Richard Rodgers,TE,FA,0,0,2.5,5,2.3,4.6,11.5,0,-,8,11.8,12.8,0,0,0,-,-,4.2,58.5,299
299,Chris Herndon IV,TE,FA,4.7,1,3.6,1.6,3.4,0,0,-1.2,0,-,10.2,0,0,1.4,6.3,11.4,15.8,3.6,58.2,300
300,Joe Flacco,QB,FA,-,-,-,0.6,13.8,6.4,-,-,21.5,-,15.4,-,-,-,-,-,-,11.6,57.8,301
301,N'Keal Harry,WR,FA,4.4,11.2,4.6,9.6,-,0,1.1,-,-,0,6.6,-0.2,8.5,6.4,1.7,0.8,2.7,4.1,57.4,302
302,Quintez Cephus,WR,DET,5.8,6.9,0,0,BYE,-,-,-,4.1,1.5,1.4,3.7,13.3,2.6,4.1,1.4,12.1,4.4,56.9,303
303,Justin Jackson,RB,FA,0.4,-,-,3.1,11.9,-,8,15.7,0,-,-,-,-,3.4,-,0.4,12.9,6.2,55.8,303
303,Kenny Golladay,WR,FA,-,-,14.7,14.2,-,12.5,14.4,0,-,-,-,-,-,-,-,-,-,11.2,55.8,305
305,Jordan Wilkins,RB,FA,0,4,5,3.6,0.1,-0.1,-,19.8,4.8,2.8,4.1,7.2,2.8,1.2,0,0,-,3.7,55.3,305
305,Ty Johnson,RB,FA,0,0,-,-,-,4.2,0,2.6,0,-,3.7,0.9,18.7,1.6,14.5,1.3,7.8,4.3,55.3,307
307,Sam Sloman,K,FA,8,7,6,5,6,5,6,-,-,-,-,-,-,-,-,-,12,6.9,55,308
308,Dawson Knox,TE,BUF,3.6,2.1,-,2.6,2,-,-,-,0,2.6,BYE,6.7,10.7,3.4,10.6,6.6,3.9,4.6,54.8,309
309,Cameron Brate,TE,FA,0,0,0,6.8,6.9,0.8,1.3,4.5,0,10.6,3.8,5.4,-,1.4,7.4,3.7,1.6,3.4,54.2,310
310,Jacksonville Jaguars,DST,JAC,6,0,0,2,4,1,5,BYE,4,11,2,4,14,2,-1,-1,1,3.4,54,310
310,Sam Ficken,K,FA,5,8,1,18,4,0,-,-,-,-,2,-,-,-,11,5,-,6,54,312
312,Brandon Allen,QB,SF,-,-,-,-,-,-,-,-,-,-,BYE,7.1,9.4,13.9,-,23.1,0.1,10.7,53.7,313
313,Jacob Hollister,TE,FA,1.4,0,8.6,0,0,-,3.7,1.1,8.5,1.1,2.4,2.1,3.5,2.5,8.7,8.7,1.1,3.3,53.4,314
314,Peyton Barber,RB,FA,14.9,0.1,0.6,0.5,0,1.5,3.4,-,0,1.9,2.8,5.7,8.3,4.8,6.5,1,1,3.3,53,315
315,Richie James Jr.,WR,KC,0,-,-,-,-,0,0,-,28.9,2.1,-,3.4,0,4.8,5.6,0,8.1,4.8,52.9,316
316,Jack Doyle,TE,FA,6.4,-,0,1.7,0,8.4,-,8.8,0,-,7.1,0,1.7,5.9,2.4,7,3.2,3.8,52.6,317
317,C.J. Beathard,QB,JAC,-,-,-,5.5,5.8,-,-,BYE,-,0,-,-,-,-,8,19.1,13.9,8.7,52.3,318
318,Donovan Peoples-Jones,WR,CLE,-,-,-,0,0,0,13.1,0,BYE,2.6,0,0,16.2,10.9,7,-,1.6,4.3,51.4,318
318,Kyle Rudolph,TE,FA,3.8,0,8.1,3.7,1.5,6.2,-,1.7,5.5,6.3,4.3,10.3,0,-,-,-,-,4.3,51.4,320
320,Marvin Hall,WR,FA,3.1,8.9,0,0,-,1.2,0,13.3,4.3,13.1,3.1,2.6,-,-,-,1.7,-,4.3,51.3,321
321,DaeSean Hamilton,WR,FA,2.3,1,0,1.4,-,0,3.6,16.2,2.2,9.3,0,0,0,1.8,0,10.2,2.8,3.2,50.8,322
322,Collin Johnson,WR,NYG,1.9,0,0.8,0,10.5,0,1.8,-,1.4,0,0,17.6,10.6,4.3,1.3,-,-,3.6,50.2,323
323,Mark Ingram II,RB,FA,2.9,14.7,3,10.2,5.7,2,-,-,-,3.9,0.2,-,3.4,0,-,-,3.9,4.5,49.9,324
324,Harrison Bryant,TE,CLE,1,1.9,6.8,5.7,0,1.6,19.6,2,BYE,0,0,-0.2,0,3.3,2.9,5.2,-,3.3,49.8,325
325,Denzel Mims,WR,NYJ,-,-,-,-,-,-,6.2,5.2,8.2,BYE,8.6,8.7,7,-,3.3,0,2,5.5,49.2,326
326,Will Dissly,TE,SEA,1.8,1.4,1.5,2.5,8.4,BYE,4.8,2.2,3.1,2.1,1.5,0,4.8,9.3,0,3.2,2.5,3.1,49.1,327
327,Ito Smith,RB,FA,2.1,2,0,4.2,0.6,3,0,-,-,-,0.5,15.5,3.9,5,4.3,5.6,2.1,3.5,48.8,328
328,DeeJay Dallas,RB,SEA,-,-,0,3.3,0,BYE,2.8,20.3,10.9,4.1,4.2,0,2.1,0.7,0,-,-,4,48.4,329
329,Cole Kmet,TE,CHI,0,1.7,0,0,0,9,5.5,0.7,0,1.2,BYE,1.3,12.2,6.1,2.2,2.5,5.6,3,48,330
330,Dion Lewis,RB,FA,0.1,13.6,1.5,2.8,1.1,1.5,0.3,7.8,3.1,2.7,-,2.2,0.6,5.4,2.8,1.5,0.7,3,47.7,331
331,La'Mical Perine,RB,KC,-,1.7,3.3,1.5,0,4.6,12.6,4.3,4.8,BYE,9.3,-,-,-,-,4.9,-,4.7,47,332
332,Adam Humphries,WR,FA,7.7,13.3,6.1,-,-,15.4,2.4,0,-,-,-,-,1.4,-,-,-,-,6.6,46.3,333
333,Kyle Allen,QB,BUF,-,-,-,-,9.7,17,16.9,-,2.5,-,BYE,-,-,-,-,-,-,11.5,46,334
334,Durham Smythe,TE,MIA,0,0,1.2,4,-,6.9,BYE,2.6,2.4,7.9,0,3.4,2.6,2.9,6.5,1.6,3.8,3.1,45.8,335
335,Julian Edelman,WR,FA,10.5,21.9,3.2,5,-,3.3,1.8,-,-,-,-,-,-,-,-,-,-,7.6,45.7,336
336,Darrel Williams,RB,FA,4,1.7,1.7,0.2,4.4,10.6,0,3.1,0.8,-,3.7,0,4.8,0,0.5,9.3,0.7,2.8,45.5,337
337,Cincinnati Bengals,DST,CIN,3,-2,7,5,3,4,-2,4,BYE,-4,5,9,3,2,8,2,-2,2.8,45,337
337,Houston Texans,DST,HOU,0,4,1,2,9,4,-2,BYE,4,5,3,16,3,-1,1,-4,0,2.8,45,339
339,Andy Isabella,WR,BAL,0,7.7,18.1,1.3,4,0,1.2,-,2,1.9,1.1,5.3,1.7,-,-,-,0,3.4,44.3,340
340,Steven Sims Jr.,WR,HOU,6.5,4.8,0,-,-,-,-,BYE,0.9,7.1,8.8,1.3,3.7,1,1.6,5.2,2.9,3.7,43.8,341
341,Olamide Zaccheaus,WR,PHI,0,1.5,6.1,12.6,1.8,0,0,0,18.3,-,1.5,1.6,-,-,-,-,-,3.9,43.4,342
342,Cedrick Wilson Jr.,WR,MIA,0,0,25.2,4.9,8.6,2,0,-1.1,1.1,-,1.2,-0.1,0,0,0.5,0,0.8,2.7,43.1,342
342,Devin Duvernay,WR,BAL,1.7,2.4,7.7,0.9,6.9,4.6,BYE,4.4,-0.1,6,1,3.5,0.7,0,0,1.2,2.2,2.7,43.1,344
