"","player","team","position","id","avg_type","pass_att","pass_att_sd","pass_comp","pass_comp_sd","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","injury_status","injury_details","season_year","week"
"22","Gardner Minshew","IND","QB","14067","robust",33.84,1.022994,21.5880990689183,0.467018999999999,227.775,4.52193,1.195,0.14826,0.8,0.0889560000000001,2.5,0.59304,7.735,2.179422,0.1,0.044478,0.2425,0.03150525,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Ryan Tannehill","TEN","QB","10697","robust",30.02,2.164596,19.1377535169087,0.993341999999997,216.93,7.04235,1.045,0.0741300000000001,0.8325,0.200151,2.1,0.600453,9.7675,2.2239,0.0625,0.051891,0.0925,0.00555975,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Russell Wilson","DEN","QB","10703","robust",29.65,1.645686,19.45,1.252797,205.125,10.645068,1.295,0.14826,0.675,0.214977,5.9,1.06260779789924,24.7325,4.573821,0.2,0.111195,0.215,0.0111195,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Case Keenum","HOU","QB","10948","robust",31.4969667955254,0.593039999999998,18.6066203668005,0.939254576726404,205.3,8.00604000000001,1.095,0.118608,0.8,0.14826,2.5,0.548562,8.885,0.148259999999999,0.1,0.029652,0.1475,0.0778365,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Bailey Zappe","NE","QB","15696","robust",29.1975,2.81694,18.915,1.4826,203.165,14.914956,0.9,0.14826,0.91,0.14826,2.1,0.0741299999999997,8.015,2.209074,0.05,0.07413,0.09625,0.0111195,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Kyler Murray","ARI","QB","14056","robust",32.3325,0.148260000000002,21.025,0.0370650000000005,215.55,7.902258,1.05,0.0741300000000001,0.9,0.126021,6.2,0.29652,29.9,1.63086,0.29,0.014826,0.14,0.044478,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Bryce Young","CAR","QB","16148","robust",30.1991852768799,3.12748072766814,18.3816742955319,1.4826,185.375,5.44855500000002,0.97,0.044478,0.8,0.185325,3.485,1.25297000644467,15.15,0.44478,0.0625,0.037065,0.195,0.0037065,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Mason Rudolph","PIT","QB","13595","robust",29.5125,1.519665,18.26,1.363992,199.725,8.70286200000001,1,0,0.94,0.037065,2.59855606761321,0.400302,10.4125,0.600453,0.0525,0.07413,0.05,0.037065,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Justin Fields","CHI","QB","15238","robust",29.95,0.340998000000001,19.65,0.37065,209.05,10.3782,1.2825,0.237216,0.6525,0.229803,9.9375,0.111194999999999,54.95,1.03782,0.3,0.126021,0.2175,0.01297275,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Trevor Siemian","NYJ","QB","12381","robust",31.9275,2.505594,18.5525,0.578214000000001,206.8125,2.37215999999999,1.0475,0.281694,0.9025,0.118608,1.63905573535922,0.637518,8.2325,3.958542,0.045,0,0.1625,0.0555975,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Taylor Heinicke","ATL","QB","12476","robust",28.4047165502744,0.756126000000002,17.7986254065483,1.03114588900625,205.325,5.85627000000003,1.0825,0.14826,0.8,0.14826,3.20032520556729,0.44478,16.6275,0.340998000000001,0.1,0.029652,0.1025,0.00741300000000001,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Tommy DeVito","NYG","QB","16441","robust",28.3225,0.904385999999999,18.4825,0.7413,192.335,3.89923799999999,1.05,0.14826,0.6825,0.14826,5.61628737476156,0.81543,27.1,3.55824,0.1775,0.014826,0.09875,0.0037065,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Will Levis","TEN","QB","16149","robust",0,0,0,0,0,0,0,0,0,0,1.5975,0.689409,6.065,2.861418,0.0525,0.051891,0.15,0.111195,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",2023,16
"35","Marcus Mariota","PHI","QB","12141","robust",6.4,1.92738,4.275,1.18608,52.65,7.413,0.275,0.14826,0,0,0.4,0.44478,1.55,1.92738,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Desmond Ridder","ATL","QB","15697","robust",0.55,NA,0.35,NA,24.727,6.056421,0.098,0.133434,0.074,0.029652,0.725,0.852495,1.835,1.000755,0.031,0.007413,0.05625,0.07598325,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Mitchell Trubisky","PIT","QB","13115","robust",0.738539325842697,0.729972269662921,0.448398876404494,0.443197449438202,16.435,6.953394,0.0975,0.07413,0.1,0,0.775,0.76601,0.0525,0.051891,0.0225,0.022239,0.03,0.027181,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Brett Rypien","NYJ","QB","14065","robust",5.1,NA,2.7,NA,59.325,45.56524,0.225,0.17297,0.25,0.22239,0.525,0.46949,2.7,2.44629,0,0,0.125,0.12355,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Tyson Bagent","CHI","QB","16384","robust",1.2,NA,0.8,NA,20.625,14.5789,0.1,0.07413,0.125,0.09884,0.3,NA,2.275,1.80383,0.0316666666666667,0.0312993333333333,0.05,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Sam Ehlinger","IND","QB","15250","robust",2.925,2.07564,1.9,1.18608,20.45,6.96822,0.125,0.14826,0,0,0.45,0.44478,1.55,1.63086,0,0,0.025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Mac Jones","NE","QB","15241","robust",5.05,NA,3.2,NA,34.55,39.21477,0.15,0.22239,0.2,0.14826,0.4,0.59304,1,1.4826,0,0,0.05,0.07413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Jimmy Garoppolo","LVR","QB","11760","robust",4.35,NA,2.65,NA,28.3,32.17242,0.1,0.14826,0.25,0.37065,0.3,0.44478,0.5,0.7413,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Jaren Hall","MIN","QB","16154","robust",0.55106,0.544667704,0.3736,0.36926624,16.335,6.953394,0,0,0.045,0.059304,0.01725,0.0170499,0.1975,0.096369,0,0,0.03,0.027181,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Jameis Winston","NO","QB","12140","robust",1.63364204545455,1.29346179772727,0.956954545454546,0.748173872727273,15.3425,6.441897,0.09,0.07413,0.1,0.07413,0.325,0.2471,0.0225,0.541149,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Tyler Huntley","BAL","QB","14789","robust",2.3,1.77912,1.55,1.18608,16.4,1.92738,0.1,0.14826,0.025,0,0.925,0.44478,3.775,2.07564,0.025,0,0.025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Jacoby Brissett","WAS","QB","12616","robust",1.31041666666667,1.3652275,0.886458333333333,0.92353625,17.65,12.08319,0.15,0.07413,0.015,0,0.184333333333333,0.0276752,0.855,0.088956,0.0025,0,0.0025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Andy Dalton","CAR","QB","10313","robust",1.9,2.81694,1.25,1.85325,17.1,17.64294,0.1,0.14826,0.05,0.07413,0.3,0.44478,0.5,0.7413,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Davis Mills","HOU","QB","15252","robust",2.25,3.33585,1.3,1.92738,16.35,15.78969,0.05,0.07413,0.1,0.14826,0.25,0.37065,1,1.4826,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Carson Wentz","LAR","QB","12610","robust",1.725,2.07564,1,1.18608,12.8,1.63086,0.075,0,0.075,0,0.325,0.44478,1.35,1.77912,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Malik Willis","TEN","QB","15694","robust",0.704583333333333,0.9772805,0.375777777777778,0.521216266666667,11.9,2.14977,0,0,0.1,0,0.057,0.0563388,1.005,0.400302,0,0,0.0075,0.007413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Tyrod Taylor","NYG","QB","10413","robust",1.06297826086957,1.05064771304348,0.649597826086956,0.642062491304348,14.8275,6.679113,0.045,0.059304,0,0,0.0108333333333333,0.0107076666666667,0.22,0.118608,0,0,0,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","AJ McCarron","CIN","QB","11643","robust",1.0805,1.1282586,0.694607142857143,0.7253091,13.35,1.92738,0.045,0.059304,0.1,0,0.075,0.07413,0.25,0.2471,0,0,0.0025,0.002471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Dorian Thompson-Robinson","CLE","QB","16158","robust",2.025,1.63086,1.125,1.03782,11.725,2.9652,0.025,0,0.1,0,0.45,0,1.425,0.7413,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Sam Darnold","SF","QB","13592","robust",0.634833333333333,0.3998078,0.390666666666667,0.2688448,8.9,0.296519999999999,0.05,0.014826,0.06,0.029652,0.15,0.44478,0.5,0.7413,0,0,0.0025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Mike White","MIA","QB","13598","robust",1.05,0.44478,0.725,0.29652,10.05,4.74432,0.075,0,0.025,0,0.4,0.44478,-0.15,0.29652,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Cooper Rush","DAL","QB","13124","robust",1.44818920972644,0.96369,0.936328267477204,0.66717,11.095,3.40998,0.0425,0.051891,0.045,0.059304,0.225,0.229253888888889,0.1,0.07413,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Logan Woodside","ATL","QB","13846","robust",2,NA,1.3,NA,12,0,0,NA,0,NA,0.8,NA,5,0,0.1,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Clayton Tune","ARI","QB","16160","robust",1.9,2.81694,1.1,1.63086,7.8,6.22692,0,0,0.2,0.29652,0.65,0.96369,2.5,3.7065,0.05,0.07413,0.1,0.14826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","C.J. Beathard","JAC","QB","13125","robust",1.3,1.92738,0.85,1.26021,8.85,4.67019,0,0,0.05,0.07413,0.4,0.59304,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Kyle Allen","BUF","QB","13879","robust",0.7,1.03782,0.45,0.66717,6.95,5.70801,0.05,0.07413,0,0,0.05,0.07413,0.05,0.07413,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Teddy Bridgewater","DET","QB","11640","robust",0.7,NA,0.5,NA,7,1.58144,0.025,0.02471,0.025,0.02471,0.45,0.37065,0.1,0.69188,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
