"","player","team","position","id","avg_type","pass_att","pass_att_sd","pass_comp","pass_comp_sd","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","injury_status","injury_details","season_year","week"
"11","Dak Prescott","DAL","QB","12620","robust",34.5786631966107,1.18608000000001,22.5459502830899,1.141602,255.2,10.00755,1.85,0.14826,0.875,0.029652,4,0.51891,16.2,1.4826,0.1,0,0.18875,0.0333585,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Derek Carr","NO","QB","11644","robust",31.9968216834297,2.2239,21.1524411086207,2.37216,247.265,12.75036,1.565,0.14826,0.8,0.0889560000000001,2.0725,0.133434,5.255,1.319514,0,0,0.1075,0.1149015,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Lamar Jackson","BAL","QB","13593","robust",29.65,0.444780000000001,19.1,1.03782,217.57,12.468666,1.7,0.207564,0.8,0.14826,9.86301971736397,1.15951013185527,60.415,4.4478,0.4,0.14826,0.18625,0.0407715,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Trevor Lawrence","JAC","QB","15237","robust",35.675,1.58561862100694,23.9944222862042,0.444780000000001,259.1,6.74582999999993,1.7775,0.177912,0.575,0.0741299999999999,3.9,0.14826,16.2575,1.838424,0.2,0,0.3025,0.0037065,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Deshaun Watson","CLE","QB","13113","robust",32.0469288150546,2.9652,20.475,0.296520000000004,242.05,22.09074,1.6,0.400302,0.7575,0.0741300000000001,5.3,0.889559999999999,26.7,5.04084,0.225,0.07413,0.10375,0.0111195,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Aaron Rodgers","NYJ","QB","7836","robust",34.05,1.88139303954329,22.075,0.444780000000001,241.5,14.0847,1.555,0.207564,0.5425,0.22239,2.3,0.29652,7.11,1.92738,0.1,0,0.17,0.044478,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Daniel Jones","NYG","QB","14059","robust",32.2937551855677,1.4826,21.085,1.304688,220.845,18.858672,1.25,0.163086,0.7,0.14826,7.01,0.29652,39.5075,2.9652,0.3,0,0.2025,0.00741300000000001,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Brock Purdy","SF","QB","15698","robust",28.85,3.098634,18.931061336002,1.275036,221.2575,9.10316399999998,1.4,0.14826,0.6975,0.0889560000000001,2.36,0.148259999999999,8.0275,4.4478,0.1,0,0.09375,0.0185325,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Matthew Stafford","LAR","QB","9431","robust",32.3,1.200906,21.3908559804397,0.995880153199913,244.26,4.92223199999999,1.5,0.14826,0.91,0.14826,1.535,0.118608,3.86,0.59304,0.0625,0.044478,0.1425,0.0630105,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Russell Wilson","DEN","QB","10703","robust",31.8137163665244,1.052646,20.6214925308554,0.593039999999998,236.6825,5.63388000000002,1.64,0.0889559999999997,0.6,0.14826,3.65,0.587152004090554,16.65,3.054156,0.2,0,0.1025,0.00741300000000001,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Jalen Hurts","PHI","QB","14783","robust",30.7725,1.03782,19.735637418309,0.0889560000000034,237.695,13.743702,1.3825,0.14826,0.5,0.14826,10.335,0.103781999999998,50.8775,2.66868000000001,0.605,0.14826,0.14,0.059304,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Mac Jones","NE","QB","15241","robust",32.41,2.2239,21.1325,1.03782,223.9675,17.64294,1.265,0.103782,0.85,0.0889560000000001,2.805,0.311346,8,1.4826,0.055,0.014826,0.09625,0.0111195,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Sam Howell","WAS","QB","15693","robust",31.3336310699396,1.03782,20.405,0.889560000000002,216.7275,18.82902,1.3025,0.311346,0.705,0.0444779999999999,3.9,0.59304,17.4,2.07564,0.145,0.133434,0.1925,0.0111195,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Jordan Love","GB","QB","14782","robust",32.85,1.63086,20.8319797508868,0.889560000000002,232.6,11.845974,1.25,0.118608,0.885,0.14826,3.045,1.03782,10.7,4.89258,0.1,0,0.1075,0.022239,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Kenny Pickett","PIT","QB","15692","robust",33,0.7413,21.305,1.33434,222.17,14.826,1.0825,0.14826,0.845,0.133434,3.85,0.400302,16.755,0.607866,0.155,0.029652,0.06,0.029652,0.12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Desmond Ridder","ATL","QB","15697","robust",30.7,1.92738,19.3,1.03782,216.19,2.9652,1.155,0.0593040000000001,0.5,0.192738,3.35,0.59304,14,2.9652,0.1,0,0.1975,0.00741300000000001,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","C.J. Stroud","HOU","QB","16150","robust",32.7,0.444779999999996,20.7,0.889560000000002,223.4,9.19211999999998,1.1,0.118608,0.9,0,2.6640035291439,0.403256735382514,10.25,2.2239,0.1,0.014826,0.145,0.066717,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Bryce Young","CAR","QB","16148","robust",31.7169705875525,0.593040000000003,19.9175353632151,0.593039999999998,223.185,7.59091199999996,1.16,0.207564,0.8125,0.118608,3.4,0.59304,12.625,2.268378,0.1,0,0.1725,0.0407715,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Anthony Richardson","IND","QB","16152","robust",29.675,0.7413,18.6825,0.993341999999997,204.54,20.934312,1.175,0.192738,0.9,0.14826,8.6,1.40847,42.5,8.8956,0.3,0,0.1675,0.0481845,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Ryan Tannehill","TEN","QB","10697","robust",29.7975,0.889560000000002,19.0175,1.230558,219,5.33735999999999,1.105,0.14826,0.795,0.118608,2.925,0.14826,11.91,0.696822000000001,0.1,0,0.14,0.059304,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Joshua Dobbs","ARI","QB","13119","robust",30.6946834928872,1.78962967126055,18.5211684950779,0.593039999999998,192.92,16.101036,0.9525,0.14826,1,0.014826,3.4,0.29652,16.7325,6.6717,0.0925,0.014826,0.19375,0.0185325,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Justin Fields","CHI","QB","15238","robust",24.5525,0.593039999999998,15.35,0.859908,180.4175,6.22691999999998,1.2225,0.252042,0.9,0.14826,9.9655905304938,0.296519999999999,64.9525,2.93554800000001,0.3975,0.059304,0.18,0.059304,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Trey Lance","DAL","QB","15240","robust",1.55,1.18608,0.9,0.66717,14.9,6.22692,0,0,0.05,0.07413,0.3,0.22239,1.2,0.29652,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Mitchell Trubisky","PIT","QB","13115","robust",5.65,6.89409,3.8,4.59606,47.1,60.63834,0.2,0.29652,0.25,0.37065,0.65,0.66717,1.2,1.18608,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Davis Mills","HOU","QB","15252","robust",6.15,8.37669,3.85,5.26323,42.95,54.93033,0.2,0.29652,0.3,0.14826,1,0.14826,2.65,2.00151,0.05,0.07413,0.05,0.07413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Tyler Huntley","BAL","QB","14789","robust",1.2,1.18608,0.824499509803922,0.7413,12.735,2.52042,0.09,0,0.05,0,0.8,0.00483795789473686,2.305,0.7413,0.02,0,0.04,0.029652,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Andy Dalton","CAR","QB","10313","robust",3.225,0.88956,2.025,0.44478,21.275,2.2239,0.15,0,0.125,0.14826,0.45,0.14826,1.75,1.33434,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Teddy Bridgewater","DET","QB","11640","robust",2.925,0.7413,1.675,0,21.425,1.92738,0.125,0.14826,0.125,0.14826,0.325,0.29652,1.125,1.18608,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Zach Wilson","NYJ","QB","15239","robust",4.375,0.343341932149562,2.4,0.19140755669587,27.2,2.527833,0.04,0.044478,0.225,0.07413,0.25,0.2471,1.5,1.4826,0.015,0.014826,0.05,0.037065,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Taylor Heinicke","ATL","QB","12476","robust",2.95,2.07564,1.725,1.03782,19.55,11.41602,0.15,0,0.075,0,0.375,0,1.5,0.7413,0,0,0.025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Mike White","MIA","QB","13598","robust",3.35,0.14826,1.975,0.14826,24.175,7.48713,0.1,0,0.1,0,0.3,0.14826,0.4,0.07413,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Marcus Mariota","PHI","QB","12141","robust",2.275,0,1.425,0,16.55,1.03782,0.1,0.14826,0.075,0,0.6,0.14826,2.525,0.59304,0.025,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Jameis Winston","NO","QB","12140","robust",1.875,1.03782,1.225,0.7413,14.225,6.81996,0.125,0,0.05,0,0.4,0.29652,1.975,0.7413,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Nick Mullens","MIN","QB","13968","robust",1.9,1.18608,1.35,0.7413,15.025,7.70952,0.1,0,0.075,0,0.275,0.14826,0.7,0.29652,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Sam Darnold","SF","QB","13592","robust",3.45,2.18718406083254,1.95,1.27306649556404,22.49,6.834786,0.1,0,0.15,0.059304,0.45,0,1.25,0.14826,0,0,0.01375,0.014826,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Matt Corral","NE","QB","15691","robust",0.627083333333333,0.48493375,0.418055555555556,0.323289166666667,15.05,11.63841,0.05,0.07413,0.095,0.00741300000000001,0.461111111111111,0.0576566666666667,0.83,0.103782,0.015,0.022239,0.005,0.007413,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Undisclosed",2023,1
"47","Kyle Trask","TB","QB","15242","robust",2.6,1.18608,1.6,0.44478,15.5,5.04084,0.1,0,0.05,0.014826,0.2,NA,0.2,0.29652,0,0,0.00125,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Clayton Tune","ARI","QB","16160","robust",3.7,0.0253936904861343,2.2,0.10175323828134,20.65,0.0148260000000023,0.035,0,0.1,0,0.4,0.29652,0.8,0.29652,0,0,0.00125,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Cooper Rush","DAL","QB","13124","robust",1.65,0.88956,1,0.44478,11.275,4.29954,0.075,0,0,0,0.375,0.29652,-0.075,0.14826,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Jake Browning","CIN","QB","14358","robust",1.23798913043478,1.03782,0.663824110671937,0.59304,10.335,0.444780000000001,0.07,0.014826,0.0775,0.014826,0.184107142857143,0.094251,0.29,0.207564,0.0025,0,0.0025,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Tyrod Taylor","NYG","QB","10413","robust",1.65,1.18608,1.05,0.7413,10.1,5.33736,0.1,0.14826,0.1,0,0.525,0,2.75,0.29652,0,0,0.025,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Sean Clifford","GB","QB","16313","robust",1.34224191542289,0.84355145522388,0.817647388059701,0.549436070149254,11.0675,3.40998,0.025,0,0.08,0.029652,0.55,0.0741299999999999,0.205,0.088956,0.005,0,0.0025,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Brian Hoyer","LVR","QB","9714","robust",2.475,1.40847,1.5,0.81543,14.15,5.63388,0.1,0,0.125,0.07413,0.225,0.07413,0.225,0.22239,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
