"","player","team","position","id","avg_type","pass_att","pass_att_sd","pass_comp","pass_comp_sd","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","injury_status","injury_details","season_year","week"
"11","Geno Smith","SEA","QB","11150","robust",34.025,1.4826,23.0384920198401,1.00369653723,257.61,6.00453000000002,1.8,0.22239,0.695,0.29652,3.1,0.14826,16.59,1.33434,0.1,0.022239,0.18125,0.0185325,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Derek Carr","NO","QB","11644","robust",32.6,1.28688409504401,21.25,0.681996000000001,247.1,9.94824600000001,1.5175,0.200151,0.77,0.14826,1.98308921077908,0.22239,6.7425,1.356579,0,0,0.11,0.051891,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Mac Jones","NE","QB","15241","robust",33.915,2.253552,22.3825,1.33434,238.0975,7.26474000000001,1.35,0.22239,0.9,0.133434,2.745,0.37065,8.3,1.18608,0.0525,0.07413,0.094375,0.00555975,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Dak Prescott","DAL","QB","12620","robust",32.345,0.585626999999999,21.4,0.741299999999997,232.6,11.075022,1.5375,0.0815430000000001,0.9,0.044478,3.5075,0.244629,14.3125,3.150525,0.1,0,0.185,0.014826,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Jalen Hurts","PHI","QB","14783","robust",30.84,0.443847858257081,20.2659999696883,0.394371555059879,241.7775,2.616789,1.7,0.29652,0.505,0.163086,10.155,0.229803000000002,51.85,1.4826,0.7,0.0148259999999999,0.198125,0.00185325,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Brock Purdy","SF","QB","15698","robust",29.6506174706142,1.26021,19.8020874397789,0.673359676432517,235.28,6.52344000000001,1.6825,0.0963689999999999,0.695,0.0815429999999999,2.9,0.44478,10.1475,2.928135,0.1,0,0.190625,0.00926625000000001,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Jordan Love","GB","QB","14782","robust",31.95906602362,1.230558,20.1176002603722,0.926625,228.7,14.766696,1.275,0.22239,0.865,0.14826,3.16201003336608,1.03782,11.56,2.876244,0.1,0,0.11125,0.0111195,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Sam Howell","WAS","QB","15693","robust",31.75,1.11195,20.2,0.782746190870549,221.05,15.04839,1.12,0.118608,0.8325,0.22239,3.62,0.998999842251409,15,2.134944,0.1,0.088956,0.19,0.00741300000000001,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Daniel Jones","NYG","QB","14059","robust",31.705,1.912554,20.875,0.815430000000001,217.9075,23.402841,1.16,0.237216,0.7,0.0889559999999999,7.57632722175374,0.59304,41.375,1.85325,0.3,0,0.201875,0.00185325,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Baker Mayfield","TB","QB","13590","robust",33.58,1.897728,21.015,1.29505576984999,231.9575,7.67245499999999,1.435,0.0963689999999999,0.82,0.177912,3.3,0.44478,11.35,3.306198,0.1,0,0.145,0.0333585,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Ryan Tannehill","TEN","QB","10697","robust",29.45,0.667169999999999,18.7775,0.452193,222.6,11.453085,1.25,0.348411,0.95,0.0741300000000001,3.0102782816504,0.0304771607497625,13.66,1.541904,0.165,0.051891,0.1425,0.03150525,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","C.J. Stroud","HOU","QB","16150","robust",33,1.497426,21,0.808017,225.7,11.56428,1.15,0.14826,0.8475,0.22239,2.87345223529838,0.471608431893251,11.8,2.542659,0.1,0.007413,0.198125,0.00185325,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Shoulder",2023,2
"23","Deshaun Watson","CLE","QB","13113","robust",30.075,1.4826,19.025,0.444780000000001,226.0875,10.763676,1.295,0.14826,0.8,0.177912,5.425,0.81543,29.8975,2.216487,0.195,0.029652,0.08875,0.0111195,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Lamar Jackson","BAL","QB","13593","robust",30.1025892683609,0.36707584927188,19.0281752408057,0.338292612018519,218.775,3.7065,1.22,0.326172,0.9,0.14826,9.07371322279372,0.811614448227938,54.2425,3.209829,0.3,0.044478,0.22,0.014826,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Russell Wilson","DEN","QB","10703","robust",31.2107853757455,0.821678601919762,19.7,0.437367,222.85,3.098634,1.26,0.118608,0.675,0.096369,3.33359919295402,0.296519999999999,16.74,2.994852,0.1125,0.022239,0.10375,0.0037065,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Kenny Pickett","PIT","QB","15692","robust",32.9086453784658,0.904386000000004,20.075,1.33133252919704,210.11,8.85853499999999,1.1,0.14826,0.9225,0.126021,3.43514019433217,0.348411,14.4775,1.401057,0.16,0.029652,0.0625,0.00926625,0.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Bryce Young","CAR","QB","16148","robust",31.05,1.11195,19.1284887319857,0.62717321191608,209.63,8.92525199999999,1.1,0.118608,0.95,0.0741300000000001,3.26095872109513,0.238637399895639,12.845,1.77912,0.1,0.022239,0.15,0.037065,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Zach Wilson","NYJ","QB","15239","robust",31.2075,0.548562000000001,17.735,0.385476000000002,203.6,2.37215999999999,0.92,0.14826,0.9,0.029652,2.9,0.177912,12.7375,0.681996000000001,0.105,0.014826,0.05625,0.0185325,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Anthony Richardson","IND","QB","16152","robust",30.05,1.55673,19,0.889560000000002,207.2575,8.502711,1.1,0.0667169999999999,0.93,0.081543,8.5,0.7413,42.7075,6.6717,0.3025,0.00741300000000001,0.116875,0.01667925,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Joshua Dobbs","ARI","QB","13119","robust",32.3683097800962,1.26021,20.4917490246699,0.59304,200,14.336742,1.0225,0.0815430000000001,0.9025,0.126021,3.5,0.7413,15.21,2.253552,0.0725,0.066717,0.365,0.0259455,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Desmond Ridder","ATL","QB","15697","robust",26.805,1.178667,17.355,0.511497000000001,187.5025,7.413,1.1,0.140847,0.4,0.133434,2.955,0.874734,11.5,3.802869,0.06,0.059304,0.194375,0.00555975,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Justin Fields","CHI","QB","15238","robust",25.5480349060486,1.1461015517076,15.9,0.815430000000001,187.35,10.08168,1.1275,0.0593039999999999,0.9,0.14826,9.89463589506321,0.488898118680479,62.025,2.43887699999999,0.2975,0.059304,0.27,0.029652,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Davis Mills","HOU","QB","15252","robust",5.55,2.2239,3.525,1.70499,32.775,17.0499,0.225,0.22239,0.2,0,0.4,0,1.15,0.44478,0,0,0.025,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Tyler Huntley","BAL","QB","14789","robust",1.3,1.33434,0.813851795693063,0.7413,12.775,2.81694,0.1,0.014826,0.09,0,0.963705357142857,0.337159125,3.32,1.63086,0.015,0,0.03875,0.014826,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Mitchell Trubisky","PIT","QB","13115","robust",3.05,0.29652,1.95,0,23.575,0.29652,0.125,0.14826,0.225,0,0.55,0,1.15,1.03782,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Jameis Winston","NO","QB","12140","robust",2.1,0.88956,1.375,0.7413,16.15,5.04084,0.125,0,0.05,0,0.375,0.29652,1.825,1.03782,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Andy Dalton","CAR","QB","10313","robust",2.525,0.88956,1.575,0.7413,16.7,2.66868,0.125,0,0.1,0.14826,0.375,0.14826,1.2,1.18608,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Taylor Heinicke","ATL","QB","12476","robust",1.9,NA,1,NA,17.95,9.61219,0.1,NA,0.05,NA,0.35,NA,1.6,0.32123,0,0,0.025,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Marcus Mariota","PHI","QB","12141","robust",1.25,NA,0.8,NA,12.3625,1.92738,0.05,NA,0.05,NA,0.4,NA,1.775,0.7413,0.00510416666666667,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Nick Mullens","MIN","QB","13968","robust",1.875,1.03782,1.325,0.59304,14.875,4.89258,0.1,0,0.075,0,0.275,0.14826,0.7,0.29652,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Teddy Bridgewater","DET","QB","11640","robust",2.50188269946622,1.4826,1.45,0.44478,18.745,3.26172,0.06,0.088956,0.1,0.07413,0.2,NA,0.7,0.59304,0,0,0,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Mike White","MIA","QB","13598","robust",2.625,1.4826,1.45,0.7413,15.475,2.52042,0.025,0,0.075,0,0.375,0.14826,0.675,0.14826,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Dorian Thompson-Robinson","CLE","QB","16158","robust",1.475,0.42007,0.85,0.2471,13.5,7.205436,0,0,0.1,0.059304,0.2,0,0.5,0.037065,0,0,0.0025,0.002471,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Clayton Tune","ARI","QB","16160","robust",2.3,NA,1.4,NA,14.741,2.81694,0.035,NA,0.1,NA,0.183,NA,0.688,0.088956,0.0061,0,0.00125,0.00185325,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Sam Darnold","SF","QB","13592","robust",2.50423867403059,NA,1.40651832956804,NA,16.822,3.5493444,0.0775,NA,0.1,NA,0.4,NA,1.075,0.185325,0.01,0,0.01875,0.02038575,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Kyle Trask","TB","QB","15242","robust",2.46248684210526,NA,1.38613596491228,NA,14.32875,2.5834305,0,NA,0.06,NA,0.15,NA,0.2,0.29652,0.0025,0,0.00333333333333333,0.004942,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Sean Clifford","GB","QB","16313","robust",1.2032972972973,1.03782,0.782378378378378,0.636796735135135,11.95,3.85476,0.075,0,0.0775,0.014826,0.153819444444444,0,0.6275,0.014826,0.005,0,0.0025,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Jake Browning","CIN","QB","14358","robust",1.2021568627451,1.03782,0.644411764705882,0.59304,10.21,0.148260000000001,0.07,0.014826,0.0775,0.014826,0.22875,0.126021,0.28,0.266868,0.0025,0,0.0025,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Bailey Zappe","NE","QB","15696","robust",1.41212366722783,0.88956,0.851781705948373,0.59304,11.44,1.03782,0.0875,0,0.06,0.044478,0.2796875,0.26872125,0.305,0.266868,0.0025,0,0,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Easton Stick","LAC","QB","14069","robust",1.226875,0.7413,0.245375,0.14826,6.7575,6.22692,0.065,0.029652,0.095,0.133434,0.55,0.51891,0.245,0.059304,0.0025,0,0.0025,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Cooper Rush","DAL","QB","13124","robust",1.4,0.88956,0.825,0.59304,9.1,3.40998,0.1,0,0,0,0.35,0.29652,-0.125,0.14826,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Brian Hoyer","LVR","QB","9714","robust",1.575,1.18608,0.95,0.44478,9.85,3.7065,0.075,0,0.1,0.14826,0.275,0.14826,0.425,0.29652,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
